Track URI,Track Name,Album Name,Artist Name(s),Release Date,Duration (ms),Popularity,Explicit,Added By,Added At,Genres,Record Label,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Time Signature
spotify:track:2j3PFZXmenUxgjjBUIod7F,"Bonzo Goes to Bitburg","Animal Boy","Ramones",1986,233466,60,false,ruffoj,2024-04-04T17:40:41Z,"punk,proto-punk","Rhino/Warner Records",0.41,0.854,7,-11.665,1,0.0864,0.295,0.0000092,0.355,0.495,174.66,4
spotify:track:2rBHnIxbhkMGLpqmsNX91M,"Bombtrack","Rage Against The Machine - XX (20th Anniversary Special Edition)","Rage Against The Machine",1992,243453,70,true,ruffoj,2024-04-04T17:40:41Z,"rap metal,rap rock,alternative metal,nu metal","Epic/Legacy",0.459,0.926,4,-3.415,1,0.155,0.0239,0.0000193,0.183,0.569,151.534,4
spotify:track:3quYoE7KgIIaqVXPd7MpX0,"Wherever I May Roam - Remastered 2021","Metallica (Remastered 2021)","Metallica",2021-09-10,404333,71,false,ruffoj,2024-04-04T17:40:41Z,"metal,thrash metal,rock,heavy metal,hard rock","Blackened Recordings / Universal Music",0.537,0.831,9,-7.467,0,0.0364,0.000617,0.000571,0.117,0.351,131.384,4
spotify:track:6olS0TmHmsGr0hXtcBsiVM,"A Tout Le Monde - Remastered 2004","Youthanasia (Expanded Edition - Remastered)","Megadeth",1994-10-28,262133,69,false,ruffoj,2024-04-04T17:40:41Z,"thrash metal,metal,heavy metal,speed metal","Capitol Records",0.272,0.747,5,-4.86,0,0.0401,0.000393,0.0000403,0.16,0.255,202.777,4
spotify:track:4QC1Kd4dctVuVA5I6HFuoj,"Turbo Lover - Remastered","Turbo 30 (Remastered 30th Anniversary Deluxe Edition)","Judas Priest",2017-02-03,334000,54,false,ruffoj,2024-04-04T17:40:41Z,"heavy metal,metal,hard rock,glam metal","Sony Music UK",0.551,0.877,9,-7.021,1,0.0371,0.175,0.00000805,0.392,0.753,151.585,4
spotify:track:7fcfNW0XxTWlwVlftzfDOR,"Walk","Vulgar Display of Power","Pantera",1992-02-21,315120,80,true,ruffoj,2024-04-04T17:40:41Z,"groove metal,metal,thrash metal,heavy metal","Atlantic Records",0.43,0.704,1,-8.008,0,0.0804,0.000155,0.00221,0.0933,0.703,118.242,4
spotify:track:4APKRaVYRwTvL5AevC1R1C,"Concrete Jungle","Shot To Hell","Black Label Society",2006-09-12,204266,47,false,ruffoj,2024-04-04T17:40:41Z,"groove metal,metal,heavy metal","eOne Music",0.451,0.987,9,-4.105,1,0.106,0.00000954,0.102,0.0568,0.368,137.731,4
spotify:track:3agtg0x11wPvLIWkYR39nZ,"Somewhere I Belong","Meteora","Linkin Park",2003-03-25,213933,78,false,ruffoj,2024-04-04T17:40:41Z,"nu metal,rap metal,rock,alternative metal","Warner Records",0.451,0.951,1,-3.754,1,0.0645,0.000386,0.00000256,0.261,0.441,162.041,4
spotify:track:1lATXTBJDHwawvT1UfxWu3,"The Pot","10000 Days","TOOL",2006-04-28,381946,74,true,ruffoj,2024-04-04T17:40:41Z,"progressive metal,alternative metal,progressive rock,metal","RCA Records Label",0.469,0.79,7,-6.889,1,0.0391,0.000148,0.372,0.282,0.466,107.45,4
spotify:track:3620P9KJS2PDebJ9ABFitc,"18 and Life","Skid Row","Skid Row",1989-01-24,229960,77,false,ruffoj,2024-04-04T17:40:41Z,"glam metal,glam rock,hard rock","BMG Rights Management (US) LLC",0.303,0.648,1,-11.101,0,0.0347,0.00226,0.0000149,0.112,0.305,180.898,4
spotify:track:5qxN63QA4Hk1zgdLCsZFE2,"Heaven and Hell","Heaven & Hell","Black Sabbath",1980-04-25,417840,70,false,ruffoj,2024-04-04T17:40:41Z,"metal,heavy metal,rock,stoner rock,doom metal,hard rock,classic rock","Sanctuary Records",0.333,0.445,3,-16.343,0,0.0283,0.00858,0.0451,0.167,0.35,89.371,4
spotify:track:0ElAcOj8tudMA6X6KZ7SMO,"Children of the Grave (2009 Remaster)","Master of Reality","Black Sabbath",1971-07-21,315893,68,false,ruffoj,2024-04-04T17:40:41Z,"metal,heavy metal,rock,stoner rock,doom metal,hard rock,classic rock","Sanctuary Records",0.337,0.722,6,-11.384,1,0.0478,0.0352,0.052,0.101,0.28,149.103,4
spotify:track:65HA9FsYyA2xro9RzNlNmy,"Kickstart My Heart","Dr. Feelgood","Mötley Crüe",1989-09-01,282653,14,false,ruffoj,2024-04-04T17:40:41Z,"glam metal,hard rock,glam rock","BMG Rights Management (US) LLC",0.363,0.982,7,-3.621,0,0.3,0.00123,0.00218,0.284,0.275,179.23,4
spotify:track:1Z6lKdYhwp8WYoBqGCKxlM,"Unskinny Bop","Flesh & Blood","Poison",1990,228066,65,false,ruffoj,2024-04-04T17:40:41Z,"glam metal,glam rock","Capitol Records",0.574,0.93,1,-2.949,1,0.0413,0.0657,0.00000778,0.108,0.69,92.303,4
spotify:track:0PdM2a6oIjqepoEfcJo0RO,"Pour Some Sugar On Me - Remastered 2017","Hysteria (Super Deluxe)","Def Leppard",1987-08-03,267306,79,false,ruffoj,2024-04-04T17:40:41Z,"glam metal,glam rock,classic rock","UMC (Universal Music Catalogue)",0.267,0.953,1,-4.899,0,0.096,0.00211,0,0.283,0.568,84.989,4
spotify:track:5yRAFKdtf6CXxESXbXV1lp,"Here I Go Again - Radio Mix","Whitesnake (30th Anniversary Super Deluxe Edition)","Whitesnake",2017-10-27,232133,60,false,ruffoj,2024-04-04T17:40:41Z,"glam metal,hard rock,glam rock","Parlophone UK",0.48,0.887,7,-4.91,1,0.0319,0.147,0.00011,0.33,0.69,92.971,4
spotify:track:7ACxUo21jtTHzy7ZEV56vU,"Crazy Train","Blizzard Of Ozz (40th Anniversary Expanded Edition)","Ozzy Osbourne",2020-09-18,293183,81,false,ruffoj,2024-04-04T17:40:41Z,"metal,glam metal,heavy metal,hard rock","Epic/Legacy",0.454,0.913,9,-4.008,1,0.107,0.408,0.000271,0.248,0.521,137.688,4
spotify:track:7t3wLZi6Xit8XRt24POyQW,"XXYY","Mujer Cebra","Mujer Cebra",2021-11-26,166536,36,false,ruffoj,2024-04-04T17:43:45Z,"","Casa del Puente Discos",0.376,0.873,7,-4.984,1,0.0725,0.000187,0.00000345,0.185,0.611,160.144,4
spotify:track:0xMVKpVNuiWYh5eA3xQHEW,"Guerrero Atípico","Todo lo Sólido se Desvanece en el Aire","Camionero",2023-11-09,251407,42,false,ruffoj,2024-04-04T17:43:45Z,"","Cordillera DISCOS",0.489,0.831,0,-5.49,1,0.067,0.00635,0.00176,0.175,0.425,162.99,4
spotify:track:79w038Wz0ceAI4lx1YEBtJ,"En la Arena","Paranormal","Buenos Vampiros",2019-11-22,265473,28,false,ruffoj,2024-04-04T17:43:45Z,"post-punk","Casa del Puente Discos",0.486,0.912,2,-7.453,1,0.0437,0.127,0.717,0.108,0.872,144.93,4
spotify:track:1vCzdeYfOxBtQhNw7iVU5r,"Elefante","Elefante","Revistas",2021-06-18,237636,4,false,ruffoj,2024-04-04T17:43:45Z,"","Revistas",0.481,0.617,0,-9.26,1,0.0377,0.00015,0.422,0.15,0.782,79.979,4
spotify:track:1eiBEbF2RNKF1OuMzjY0Mt,"LUZ Y FUERZA","ORDEN Y PROGRESO","FERMIN",2021-12-03,223921,12,false,ruffoj,2024-04-04T17:43:45Z,"argentine trap","FERMIN",0.573,0.739,5,-8.574,1,0.0362,0.0221,0.302,0.349,0.398,115.022,4
spotify:track:3fG3Ds1rzPt5kScGIlocTH,"Eso no es Amor","Día del Trabajador","Fonso",2023-09-15,285176,26,false,ruffoj,2024-04-04T17:43:45Z,"latin indie","Indie Folks",0.568,0.911,2,-7.757,1,0.0405,0.00997,0.206,0.381,0.68,85.039,4
spotify:track:3ooLJyyIaxgdy9w7seHCBk,"Cara de Mapa","Bronce","Atrás Hay Truenos",2016-08-25,127676,22,false,ruffoj,2024-04-04T17:43:45Z,"latin indie","Laptra",0.515,0.689,6,-6.831,0,0.0397,0.047,0.000145,0.296,0.664,77.373,4
spotify:track:4uXl8qTDYQ4a5gY1wyvBwp,"A.P.T (American Pro Trucker)","El Sonido Del Éxtasis","Winona Riders",2023-11-03,503077,31,false,ruffoj,2024-04-04T17:43:45Z,"","Indie Folks",0.465,0.844,2,-9.87,1,0.0384,0.0242,0.687,0.0807,0.413,164.042,4
spotify:track:4yat14Nd2anMOjDMp8ddDh,"Aunque Todos Quieran Hablar","Paso Néctar","Picnic Al Costado Del Camino",2021-05-21,215747,16,false,ruffoj,2024-04-04T17:43:45Z,"","Picnic Al Costado Del Camino",0.555,0.611,4,-6.569,0,0.0277,0.00991,0.000151,0.148,0.475,132.044,4
spotify:track:3qE7zIcgcHgOSHhIdHgoEy,"Distracción Instantánea","Aguinaldo","Máze",2023-11-03,267918,26,false,ruffoj,2024-04-04T17:43:45Z,"","1/4 Compañia Discográfica",0.608,0.751,4,-6.533,1,0.0377,0.0137,0.00637,0.375,0.421,158.029,4
spotify:track:1syBCAdrMx4sFXvOwdUmp6,"Gracias Por Pasar","Distracciones","La Real Academia",2021-07-02,165865,0,false,ruffoj,2024-04-04T17:43:45Z,"post-punk","La Real Academia",0.695,0.637,1,-9.687,1,0.0444,0.000941,0.849,0.11,0.48,106.034,4
spotify:track:3mCiPbSvvOgkhwfunAqmxL,"Mentiroso Miente","Mentiroso Miente","Socorro",2023-03-03,166190,0,false,ruffoj,2024-04-04T17:43:45Z,"","Arkonte Records",0.399,0.877,0,-4.46,0,0.264,0.666,0.496,0.165,0.507,150.295,4
spotify:track:2H9QDsByfi3cOYrbMA0smF,"Nada Más","Habla Sola / Nada Más","Sakatumba",2024-02-01,234562,0,false,ruffoj,2024-04-04T17:43:45Z,"","Sakatumba",0.556,0.764,5,-6.717,0,0.0409,0.01,0.0198,0.072,0.683,78.487,4
spotify:track:50fHlG70LL8olJ2e2kbFLW,"Terremoto","DUM","Dum Chica",2023-02-24,163355,25,false,ruffoj,2024-04-04T17:43:45Z,"riot grrrl","Casa del Puente Discos",0.55,0.944,8,-5.392,1,0.196,0.197,0.00000127,0.243,0.676,145.613,4
spotify:track:3gCiIw1HMWGFYLKUDgE2RN,"Confundido por Cosas Nuevas","El Club Audiovisual","El Club Audiovisual",2023-08-11,243474,22,false,ruffoj,2024-04-04T17:43:45Z,"shoegaze,latin indie","Casa del Puente Discos",0.493,0.797,1,-5.273,0,0.0371,0.00578,0,0.098,0.273,128.093,4
spotify:track:5CZQ77K8uZ6N2uEIUVY8fx,"Sole","Sole","boom boom kid",2024-02-13,243338,30,false,ruffoj,2024-04-04T17:43:45Z,"argentine rock,melodic hardcore,hardcore punk,punk","Ugly Record",0.527,0.917,9,-5.044,0,0.033,0.108,0,0.0829,0.795,99.917,4
spotify:track:5ZzaQzGZ110X4yyqc3vzqd,"Tatuaje","Tatuaje","los subtítulos",2023-11-24,246534,12,false,ruffoj,2024-04-04T17:43:45Z,"","los subtítulos",0.446,0.866,7,-8.198,1,0.0344,0.0438,0.817,0.0834,0.654,172.981,4
spotify:track:7hTkcCf4n9DWWMbSe0k4x5,"Igual","Lo Más Cercano a Caer","Nenagenix",2023-05-26,251362,36,false,ruffoj,2024-04-04T17:43:45Z,"shoegaze","Bohemian Groove",0.475,0.885,7,-5.923,0,0.0386,0.000387,0.699,0.0358,0.34,131.898,4
spotify:track:6FxLIBKxcxkJhYFY24XUkH,"Todo lo que","Suerte","Mora y los Metegoles",2022-11-25,194087,0,false,ruffoj,2024-04-04T17:43:45Z,"latin indie","Mora y Los Metegoles",0.787,0.665,1,-7.019,0,0.0265,0.0101,0.164,0.104,0.756,110.038,4
spotify:track:21BJ1c84E72UymQMVwaB58,"Batalla Naval","Algo Para Decirte","Nina Suárez",2023-06-30,203186,29,false,ruffoj,2024-04-04T17:43:45Z,"","Laptra",0.376,0.84,4,-6.101,0,0.0412,0.0169,0.00117,0.154,0.492,168.871,4
spotify:track:0gmn3BhQUBESqezNawSX7s,"El Incendio","Todo Va Hacia el Mar","Fin del Mundo",2023-11-03,310626,25,false,ruffoj,2024-04-04T17:43:45Z,"latin indie,shoegaze","Fin del Mundo",0.2,0.723,11,-6.427,0,0.0368,0.201,0.316,0.125,0.237,134.925,4
spotify:track:6F5Vvxe40pco21rYX504tP,"El Próximo Verano","Todo Va Hacia el Mar","Fin del Mundo",2023-11-03,269705,32,false,ruffoj,2024-04-04T17:43:45Z,"latin indie,shoegaze","Fin del Mundo",0.369,0.816,4,-5.995,1,0.0303,0.0518,0.616,0.14,0.215,115.131,4
spotify:track:2ogBuIpn7gakuffUdj31hd,"GENERA-VIT","TReSMO","Melanie Williams",2023-05-05,111989,15,false,ruffoj,2024-04-04T17:43:45Z,"latin indie","Indie Folks",0.429,0.777,10,-8.038,0,0.0318,0.00358,0.761,0.239,0.568,91.007,4
spotify:track:2GiobCIssGKiz42K85OaSZ,"Belgrano Cargas","Viaje al Centro de la Periferia","Marton Marton",2019-08-30,216005,6,false,ruffoj,2024-04-04T17:43:45Z,"","Lagunera Discos",0.521,0.873,9,-8.211,1,0.0608,0.129,0.84,0.402,0.646,75.034,4
spotify:track:2lI9tqrNU63R4WTzgR3kZ8,"El Deseo","El Deseo","Revistas",2023-06-30,164656,6,false,ruffoj,2024-04-04T17:43:45Z,"","Revistas",0.441,0.911,2,-6.994,1,0.035,0.0163,0.13,0.438,0.537,180.101,4
spotify:track:5Kb5RhVvDm5he4xTJ1aNqQ,"Posguerra","Posguerra","Atrás Hay Truenos",2022-09-16,251451,18,false,ruffoj,2024-04-04T17:43:45Z,"latin indie","Casa del Puente Discos",0.621,0.564,2,-9.321,1,0.0301,0.00191,0.0315,0.178,0.397,129.997,4
spotify:track:3cJfnuLccB15Mb03o5XBYb,"El Detalle","Luz Satelital","Tobogán Andaluz",2016-02-05,211738,19,false,ruffoj,2024-04-04T17:43:45Z,"latin indie","Cinema Discos",0.618,0.718,1,-10.046,0,0.0294,0.0289,0.00815,0.193,0.699,127.992,4
spotify:track:14GNkRPgoi6EQlfr3CsuXu,"No","Amalgama","Pyramides,Atrás Hay Truenos",2021-11-05,204958,19,false,ruffoj,2024-04-04T17:43:45Z,"post-punk,latin indie,cold wave,darkwave","Casa del Puente Discos",0.451,0.496,1,-7.427,0,0.0249,0.0615,0.00876,0.115,0.0798,82.017,4
spotify:track:2aYYKoEGJFH2h5w0TsQ4DW,"Sin Quererlo","Las Palabras y los Ríos","Eterna Inocencia",2004-03-19,161120,44,false,ruffoj,2024-04-04T17:43:45Z,"melodic hardcore,hardcore punk,punk,hardcore,skate punk","Discos del Sembrador",0.556,0.912,2,-4.504,0,0.0415,0.0139,0,0.228,0.613,101.701,4
spotify:track:7bk2Jb7CjiyLNVlpWu5Qv2,"Delfos","Delfos","Rosa Profunda",2021-11-24,215242,0,false,ruffoj,2024-04-04T17:43:45Z,"","NGSKI RECORDS",0.593,0.486,10,-11.819,0,0.0451,0.265,0.472,0.0772,0.47,164.071,4
spotify:track:2FhslknWwSaKOYO8ndKihS,"Hartarme","Amalgama","Pyramides,La Plata",2021-11-05,335371,9,false,ruffoj,2024-04-04T17:43:45Z,"post-punk,latin indie,cold wave,darkwave","Casa del Puente Discos",0.555,0.835,6,-6.955,1,0.0311,0.000562,0.000251,0.0711,0.462,147.98,4
spotify:track:14TmBgildnurv9bT2jn2Tr,"Frágil","Amalgama","Pyramides",2021-11-05,243342,13,false,ruffoj,2024-04-04T17:43:45Z,"post-punk,latin indie,cold wave,darkwave","Casa del Puente Discos",0.485,0.811,0,-6.497,0,0.0338,0.00257,0.388,0.131,0.278,137.927,4
spotify:track:3X5mCiP8cp4E8YvFtCZS0Q,"Noviembre","Camino a Idilia","Shaila",2006-11-18,212933,28,false,ruffoj,2024-04-04T17:43:45Z,"melodic hardcore,hardcore punk,punk,hardcore","SPE Discos",0.452,0.976,1,-2.978,0,0.305,0.216,0.0000364,0.283,0.43,163.95,4
spotify:track:3msrD4D95JLz00h5Q9rNHI,"Qué Más Puedo Hacer?","El Club Audiovisual","El Club Audiovisual",2023-08-11,172823,23,false,ruffoj,2024-04-04T17:43:45Z,"shoegaze,latin indie","Casa del Puente Discos",0.466,0.909,8,-4.782,1,0.104,0.0000965,0.00000424,0.0535,0.535,80.942,4
spotify:track:5gZbsupCmi8mCfLheXHCgj,"Balvanera","¿Qué Se Siente Estar Mejor?","WRRN",2023-08-21,273846,32,false,ruffoj,2024-04-04T17:43:45Z,"screamo,melodic hardcore,post-hardcore","Inerme Discos",0.576,0.88,2,-6.032,0,0.0346,0.0527,0.242,0.167,0.631,128.024,4
spotify:track:0dMliFaknULxYituUHlT5O,"Redención","Redención","PARANOIA",2024-01-11,207920,7,false,ruffoj,2024-04-04T17:43:45Z,"post-punk,darkwave,cold wave","PARANOIA☆PARANOIA",0.407,0.942,4,-3.605,1,0.0434,0.000695,0.0000643,0.1,0.448,165.081,4
spotify:track:45dWn7gzWdxNO15dPzWRSV,"Yo Te Diré","El Templo del Pop","Miranda!",2008-04-01,206053,65,true,ruffoj,2024-04-04T17:45:46Z,"latin pop","Pelo Music S.A.",0.917,0.98,11,-4.087,0,0.0382,0.00472,0.0142,0.128,0.94,127.017,4
spotify:track:5cZqsjVs6MevCnAkasbEOX,"Break Stuff","Significant Other","Limp Bizkit",1999,166706,87,true,ruffoj,2024-04-04T17:45:54Z,"nu metal,rap metal,alternative metal,rap rock","Interscope",0.432,0.884,8,-6.657,1,0.128,0.0128,0.000457,0.166,0.619,108.835,4
spotify:track:22WaXHPitt1G7dDxg2ulg8,"Sin mí","Superpoderosos","Villanos",2005,210480,32,false,ruffoj,2024-04-04T17:46:04Z,"argentine rock","WM Argentina",0.492,0.705,1,-6.489,1,0.0492,0.118,0.00268,0.376,0.878,175.923,4
spotify:track:5sNGy9RyHKUasJxSkEu0tT,"Tú Eres Su Seguridad","Almafuerte","Almafuerte",1998-01-01,265373,53,false,ruffoj,2024-04-04T17:46:14Z,"argentine rock","Universal Music Argentina S.A.",0.54,0.912,2,-5.512,1,0.0436,0.000236,0.000113,0.547,0.375,133.024,4
spotify:track:40L811eyDtWpRNfytLiqsf,"Plan B Anhelo de Satisfacción - En Vivo","Recuerdos al Futuro (En Vivo)","Massacre",2018-05-25,187861,23,false,ruffoj,2024-04-04T17:46:21Z,"argentine rock","Pop Art",0.305,0.887,5,-6.849,0,0.0651,0.143,0.0000149,0.708,0.316,135.823,4
spotify:track:5Z57F4xnFMrnJDW9YsAOlf,"Aguaviva","Guerra de Nervios","Los Brujos",1995-12-02,163173,31,false,ruffoj,2024-04-04T17:46:26Z,"argentine rock","Epic",0.527,0.986,9,-5.252,1,0.107,0.15,0,0.0979,0.294,129.101,4
spotify:track:4TIJ7zSBNejpoIPaWpWRKc,"Rebel Yell","Rebel Yell","Billy Idol",1983-11-01,288533,80,false,ruffoj,2024-04-04T17:53:04Z,"","CAPITOL CATALOG MKT (C92)",0.531,0.864,4,-4.948,0,0.0611,0.000753,0.00046,0.354,0.485,166.312,4
spotify:track:78ZxiCT7pdrtUUIsIxF5xQ,"Dopamina","Esto es lo que obtenés cuando te cansás de lo que ya obtuviste","Winona Riders",2023-04-28,375107,34,false,ruffoj,2024-04-05T00:09:47Z,"","Indie Folks",0.463,0.872,9,-6.668,1,0.0407,0.000679,0.761,0.26,0.28,145.978,4
spotify:track:7n428wb4zXP3TE2vz4peVG,"Atlántida","Fantasy","Loquero",2001-01-01,165373,34,false,ruffoj,2024-04-05T00:09:53Z,"hardcore punk,punk","X El Cambio Records",0.408,0.804,9,-6.75,0,0.0503,0.00491,0,0.256,0.751,161.483,4
spotify:track:73FRmu7UZtKt8C7RSZ2gNT,"Adonde","Situations - The Very Best Of","Cetu Javu",2009-05-01,238600,38,false,ruffoj,2024-04-05T15:39:33Z,"synthpop,new wave","Cleopatra Records",0.698,0.702,0,-15.785,0,0.0339,0.0135,0.000044,0.0853,0.924,123.312,4
spotify:track:5QTxFnGygVM4jFQiBovmRo,"(Don't Fear) The Reaper","Agents Of Fortune","Blue Öyster Cult",1976,308120,80,false,ruffoj,2024-04-05T15:39:48Z,"classic rock,hard rock","Columbia",0.333,0.927,9,-8.55,0,0.0733,0.0029,0.000208,0.297,0.385,141.466,4
spotify:track:5A8yYhRzFxyTBL0MJK3IAy,"Puedo ver el mar en tus ojos","Puedo ver el mar en tus ojos","Buenos Vampiros",2024-04-05,181495,15,false,ruffoj,2024-04-06T06:39:38Z,"post-punk","Casa del Puente Discos",0.409,0.908,11,-7.759,0,0.0781,0.000531,0.0516,0.112,0.24,145.059,4
spotify:track:4HEtWYYzROeE4KmZJald5V,"I Wanna Be with You","Backstreet Boys","Backstreet Boys",1996-05-06,245000,50,false,ruffoj,2024-04-06T06:39:49Z,"","Jive",0.757,0.883,2,-6.133,1,0.0303,0.00773,0.000145,0.109,0.738,106.127,4
spotify:track:4Q9WS9ARvL7rkokSbnhM96,"Detroit Rock City","Double Platinum","KISS",1978-04-02,215933,72,false,ruffoj,2024-04-06T06:39:55Z,"glam metal,glam rock,hard rock,rock,classic rock","UMe Direct 2",0.546,0.9,5,-6.728,1,0.0691,0.0421,0.0000457,0.292,0.447,90.591,4
spotify:track:5Rob2FY3ndcG9F2GpK8ZaQ,"Kayra","Kayra","Ummet Ozcan",2023-03-10,166909,48,false,ruffoj,2024-04-08T15:08:27Z,"big room,edm","OZ Records",0.638,0.808,11,-8.119,0,0.0828,0.104,0.00387,0.168,0.206,109.996,4
spotify:track:4o1DKiMG5yVeNEX8mIwHH8,"Sweet and Tender Hooligan - John Peel Session 12/2/86","Louder Than Bombs","The Smiths",1987,216320,48,false,ruffoj,2024-04-08T16:02:46Z,"new wave,madchester,jangle pop","WM UK",0.313,0.975,2,-3.497,1,0.0694,0.0081,0.407,0.235,0.687,180.435,4
spotify:track:36JGdAr8Ode1yaAKn4fy3L,"Espectacular","Miscelánea de canciones para robótica avanzada","Fangoria",2017-02-17,237309,51,false,ruffoj,2024-04-08T16:09:20Z,"","WM Spain",0.628,0.953,8,-4.857,1,0.0526,0.0543,0.000763,0.121,0.631,125.034,4
spotify:track:2YJbdFziYRtA5VtXu3Pvqj,"Baby Criminal","Cave World (Deluxe)","Viagra Boys",2023-01-13,279605,32,true,ruffoj,2024-04-09T00:03:45Z,"post-punk,egg punk","YEAR0001",0.396,0.966,9,-2.335,0,0.0816,0.000322,0.000155,0.582,0.455,132.366,4
spotify:track:28v5XsF5Weg0SeXK3xSKcV,"I Know - '92 TV Edit","Seotaiji and Boys","Seo Taiji and Boys",1992-03-23,204320,39,false,ruffoj,2024-04-09T02:12:43Z,"k-rock","Genie Music Corporation, Stone Music Entertainment",0.703,0.754,6,-5.162,1,0.0537,0.0142,0,0.211,0.408,111.801,4
spotify:track:5DJZPivZP6W1uDFMsaiDUl,"Sobre Tu Nombre","Confianza en Tí Solo","Camionero",2019-06-14,204414,39,false,ruffoj,2024-04-10T04:48:12Z,"","Kucha Music",0.431,0.802,7,-7.619,1,0.0484,0.000286,0.386,0.331,0.556,160.969,4
spotify:track:0v2ESDRpC6X8k82tOnY91N,"OLA DE SUICIDIOS","OLA DE SUICIDIOS","Dillom",2023-04-09,154373,50,true,ruffoj,2024-04-10T04:48:17Z,"argentine trap","Bohemian Groove",0.406,0.896,11,-4.749,1,0.113,0.0886,0.00000451,0.122,0.399,169.983,4
spotify:track:7AB0cUXnzuSlAnyHOqmrZr,"Faint","Meteora (Bonus Edition)","Linkin Park",2003-03-25,162106,72,false,ruffoj,2024-04-10T04:48:26Z,"nu metal,rap metal,rock,alternative metal","Warner Records",0.554,0.98,4,-3.514,1,0.108,0.127,0,0.0833,0.611,135.12,4
spotify:track:2wFAYGMSlXGJtWv3AZoHXK,"Atlántida","Amalgama","Pyramides",2021-11-05,243290,13,false,ruffoj,2024-04-11T04:00:27Z,"post-punk,latin indie,cold wave,darkwave","Casa del Puente Discos",0.506,0.925,1,-5.999,1,0.0365,0.055,0.292,0.414,0.893,81.001,4
spotify:track:2fTpvKqcdGkgtV2vd2iDmV,"23 de Abril","Smitten","Smitten",2006-10-10,196373,32,false,ruffoj,2024-04-11T04:00:34Z,"melodic hardcore,argentine rock","Iguana Records",0.522,0.919,4,-4.584,1,0.0723,0.0624,0,0.385,0.654,145.934,4
spotify:track:4IgIOkHExsdloE3IPgcjmm,"Toro","Diamantes","El Columpio Asesino",2011-01-01,276746,1,false,ruffoj,2024-04-11T04:00:39Z,"","Mushroom Pillow",0.547,0.687,6,-8.705,1,0.026,0.00236,0.694,0.123,0.253,139.977,4
spotify:track:1ydmhnyDOWr5y0s7Vvdw5i,"Can't Hold Us (feat. Ray Dalton)","The Heist (Deluxe Edition)","Macklemore,Ryan Lewis,Macklemore & Ryan Lewis,Ray Dalton",2012-10-09,258431,68,false,ruffoj,2024-04-11T04:00:46Z,"","Macklemore",0.633,0.927,2,-4.468,1,0.0839,0.0267,0,0.0986,0.88,146.097,4
spotify:track:5iFhkFf9JLA3XiROdYsg1i,"7 элемент","Философия чуда","Vitas",2001,250000,54,false,ruffoj,2024-04-11T04:00:52Z,"","Vitas",0.717,0.8,5,-5.794,0,0.0497,0.371,0.158,0.327,0.954,129.642,4
spotify:track:02XnQdf7sipaKBBHixz3Zp,"Paparazzi","The Fame","Lady Gaga",2008-01-01,208306,84,true,ruffoj,2024-04-12T05:11:43Z,"art pop,pop","Streamline/Interscope",0.762,0.692,5,-3.973,0,0.0437,0.112,0,0.094,0.397,114.903,4
spotify:track:7qMzP77cs565VjRE01yHCv,"Un hombre de verdad","Deseo Carnal","Alaska Y Dinarama",1984-05-29,272706,39,false,ruffoj,2024-04-12T05:11:50Z,"rock en español","Parlophone Spain",0.727,0.829,8,-3.175,1,0.0444,0.0423,0,0.0982,0.572,117.467,4
spotify:track:0pqegVIpnD193LCyoj4cYX,"Carhué Cuarenta (Heathcliff It's Me)","Carhué Cuarenta (Heathcliff It's Me)","San Martín Vampire",2020-06-05,180244,2,false,ruffoj,2024-04-12T05:11:55Z,"","Odisea Digital",0.81,0.631,10,-9.634,1,0.0381,0.0979,0.388,0.0916,0.702,109.983,5
spotify:track:2hG4amqQVw569g6ELBqI9L,"Misión","Tres","Sobrenadar",2014-03-11,232653,9,false,ruffoj,2024-04-12T05:12:00Z,"dream pop","Casa del Puente Discos",0.607,0.659,9,-9.003,0,0.0292,0.211,0.925,0.154,0.646,123.901,4
spotify:track:5iHu1GfJscnjBV5lxxy1dy,"The Night","The Night","Morphine",1999-08-08,288731,0,false,ruffoj,2024-04-12T05:12:04Z,"","Morphine",0.592,0.326,5,-15.099,0,0.0327,0.823,0.612,0.113,0.258,91.637,4
spotify:track:3d6jjNItguqfbbD5FPfkXl,"Little Child Runnin' Wild","Superfly (Original Soundtrack)","Curtis Mayfield",1972-07-01,326906,41,false,ruffoj,2024-04-12T20:15:06Z,"classic soul,soul,motown","Rhino",0.555,0.588,6,-7.443,0,0.0376,0.349,0.00853,0.116,0.666,110.578,4
spotify:track:7J8F8mHNV79WSV3N2lVwHH,"Pusherman","Superfly (Original Soundtrack)","Curtis Mayfield",1972-07-01,300693,51,false,ruffoj,2024-04-12T20:15:10Z,"classic soul,soul,motown","Rhino",0.85,0.669,10,-9.562,1,0.0379,0.238,0.0855,0.108,0.91,126.624,4
spotify:track:7s3WcewjV74UJCyyBz3bR1,"Junkie Chase - Instrumental","Superfly (Original Soundtrack)","Curtis Mayfield",1972-07-01,100533,32,false,ruffoj,2024-04-12T20:15:15Z,"classic soul,soul,motown","Rhino",0.588,0.855,1,-7.093,1,0.179,0.175,0.875,0.0653,0.854,132.178,4
